% COMP47490 2019 - Assignment 1 Q1
% Dataset ACMETelephoneABT for student ID number 19200041
@relation ACMETelephoneABT-19200041

@attribute  age integer
@attribute marriageStatus {'yes', 'no', 'unknown'}
@attribute  children {'true', 'false'}
@attribute  income integer
@attribute numHandsets integer
@attribute handsetAge integer
@attribute smartPhone {'true', 'false'}
@attribute currentHandsetPrice real
@attribute  creditRating {' C', ' A', ' D', ' E', ' G', ' B', ' F'}
@attribute homeOwner {'true', 'false'}
@attribute  creditCard {'true', 'false', 'no', ' t', ' f', 'yes'}
@attribute avgBill real
@attribute avgMins real
@attribute avgrecurringCharge real
@attribute avgOverBundleMins real
@attribute avgRoamCalls real
@attribute callMinutesChangePct real
@attribute billAmountChangePct real
@attribute avgReceivedMins real
@attribute avgOutCalls real
@attribute avgInCalls real
@attribute peakOffPeakRatio real
@attribute peakOffPeakRatioChangePct real
@attribute avgDroppedCalls real
@attribute lifeTime integer
@attribute lastMonthCustomerCareCalls real
@attribute numRetentionCalls integer
@attribute numRetentionOffersAccepted integer
@attribute newFrequentNumbers integer
@attribute churn {'true', 'false'}

@data
30,'yes','false',5,2,76,'true',79.99,' B','false','true',113.13,1279.75,84.99,133.0,0.29,-5.755,-0.5552,338.46,26.33,2.0,5.128205128,13.24821037,19.0,20,15.67,0,0,0,'true'
28,'unknown','false',5,1,654,'true',0.0,' B','false','false',33.05,71.75,29.99,8.75,0.0,-0.335,-0.0612,10.47,2.33,0.0,1.0,2.21347767,3.0,22,0.0,0,0,0,'true'
76,'unknown','false',4,1,789,'false',0.0,' B','true','false',30.24,22.25,29.99,0.0,0.0,-0.445,-0.005,0.43,2.0,0.0,1.6666666669999999,10.098397,0.67,26,0.0,0,0,0,'false'
66,'no','false',2,2,151,'true',149.99,' B','false','true',75.79,752.75,75.0,0.0,0.29,1.265,-0.0158,304.07,6.33,0.33,1.880482635,27.50594113,6.33,16,1.0,0,0,0,'true'
32,'yes','true',1,1,503,'true',0.0,' C','true','false',16.45,29.0,16.29,0.0,0.16,0.28,-0.0258,0.0,0.0,0.0,0.0,-9.795703676,0.0,17,0.0,0,0,0,'false'
48,'yes','true',4,1,986,'false',0.0,' C','false','true',32.48,273.0,39.99,0.0,0.0,-0.9,0.069,34.17,26.0,0.67,1.083333333,-6.656487195,21.33,32,0.0,0,0,0,'false'
0,'no','false',6,5,17,'true',129.99,' E','false','true',25.64,138.75,56.52,0.25,0.0,-2.135,0.616,70.75,10.67,4.0,1.07643799,8.16362119,1.67,20,1.0,1,1,0,'true'
0,'unknown','false',0,1,1018,'true',0.0,' F','true','false',50.44,827.0,59.99,0.0,0.0,-0.62,-0.009000000000000001,13.74,5.0,0.33,1.052631579,-18.62625399,5.0,33,1.33,0,0,0,'true'
32,'unknown','false',0,3,371,'true',149.99,' C','true','false',50.89,488.5,29.99,68.75,0.0,-3.61,-0.418,150.59,14.33,8.0,1.29245283,-1.202481296,5.0,25,0.33,0,0,0,'true'
32,'no','false',7,1,308,'false',0.0,' B','false','true',33.72,89.5,37.41,0.0,6.31,-0.05,-0.2734,0.0,0.0,0.0,0.0,16.83815875,0.0,10,0.0,1,0,0,'true'
24,'unknown','false',0,1,782,'false',0.0,' C','true','false',60.73,376.25,79.99,6.75,0.0,1.055,-0.0148,91.5,15.67,5.33,0.69097561,-10.60641638,2.0,26,0.0,0,0,0,'true'
60,'unknown','false',7,2,50,'true',29.99,' G','false','true',89.2,590.0,35.15,119.25,0.0,5.32,0.9406,98.76,52.0,5.67,1.517428571,-15.45333777,30.67,21,2.33,0,0,0,'false'
52,'yes','false',3,1,422,'false',0.0,' B','false','true',29.99,28.0,39.99,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,-11.40141855,0.0,14,0.0,0,0,0,'true'
0,'unknown','false',0,11,343,'false',9.99,' D','true','false',119.57,1222.0,99.99,75.0,0.59,-0.5,-0.3916,344.59,76.33,40.67,2.557471264,2.353066793,16.67,32,6.0,0,0,0,'false'
56,'no','false',3,1,185,'true',0.0,' D','false','false',53.03,478.75,39.99,29.5,0.0,1.245,0.4512,65.3,6.0,0.0,2.8138235289999995,-13.38000743,15.0,7,0.0,0,0,0,'false'
44,'yes','true',7,3,12,'true',99.99,' A','false','true',41.41,1579.5,10.0,90.0,3.08,-6.51,-0.4542,612.59,43.33,68.0,0.6947865529999999,8.15366316,17.33,15,0.0,0,0,0,'true'
34,'no','false',6,2,22,'true',29.99,' D','false','true',177.84,1026.25,44.91,425.75,0.0,-5.305,-1.125,157.28,138.33,55.67,2.145454545,-16.91220079,31.67,19,0.33,0,0,0,'true'
64,'unknown','false',0,3,9,'true',199.99,' D','true','false',111.43,880.5,56.37,30.75,0.26,-1.55,2.7908,256.56,150.33,28.0,0.6852407420000001,3.2350364610000004,18.0,22,1.33,0,0,0,'false'
40,'yes','false',4,1,214,'true',0.0,' B','false','true',60.52,94.25,72.49,0.0,0.0,0.895,-0.0106,11.62,5.67,3.67,1.9417475730000002,19.95459791,0.67,7,0.0,0,0,0,'false'
0,'unknown','false',0,1,395,'true',0.0,' C','true','false',50.56,248.75,69.99,0.0,0.0,-4.115,-0.0114,23.0,47.0,3.0,1.477058824,1.268882869,1.67,13,2.0,0,0,0,'true'
0,'unknown','false',0,3,522,'true',199.99,' F','true','false',57.49,0.0,57.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.521518022,0.0,25,0.0,0,0,0,'false'
0,'unknown','false',4,1,339,'true',0.0,' E','true','false',69.07,570.5,56.04,48.25,0.0,2.25,-0.0456,171.66,71.67,38.33,2.786137656,1.8410685130000002,17.33,12,1.33,0,0,0,'false'
50,'yes','true',6,5,88,'true',79.99,' E','false','true',126.43,1758.0,95.27,125.5,5.28,4.94,0.4076,523.18,57.67,4.67,1.215994319,10.19157638,21.0,17,4.33,0,0,0,'false'
34,'yes','true',6,1,376,'true',0.0,' B','false','true',35.93,201.25,44.99,0.25,0.1,-0.645,0.001,21.59,11.0,6.67,1.714063109,-1.6480933969999998,7.67,13,0.0,0,0,0,'false'
58,'no','false',2,1,296,'true',0.0,' D','false','false',52.23,346.5,55.92,1.75,2.31,2.09,0.0152,61.29,10.33,0.33,1.5001339409999999,12.60729264,13.33,10,0.33,0,0,0,'false'
40,'yes','false',6,1,411,'false',0.0,' E','false','true',26.97,136.25,26.61,0.0,0.1,-0.285,0.0682,19.14,4.0,2.67,1.7746531680000002,10.40333361,1.0,14,2.67,0,0,0,'false'
50,'no','false',1,3,301,'true',199.99,' D','false','true',50.62,422.75,44.99,43.25,0.0,0.425,-0.0186,51.35,7.0,10.33,2.490591764,-14.5556565,4.0,13,0.0,0,0,0,'true'
28,'no','false',1,1,262,'true',0.0,' C','false','true',58.82,1373.5,44.99,57.25,3.79,-8.81,-0.3496,443.23,99.67,29.33,0.442125385,-27.08062195,17.67,9,0.0,0,0,0,'false'
40,'yes','true',7,2,333,'true',149.99,' B','false','true',49.79,416.0,49.99,38.5,4.81,-3.8,-0.1704,8.18,3.67,0.33,20.91464821,-2.269557142,7.0,17,0.0,0,0,1,'true'
0,'no','false',6,1,458,'true',0.0,' B','false','true',18.49,255.75,10.0,0.0,0.0,-2.915,-0.15,34.73,4.0,3.67,1.5352407540000002,-6.32014331,4.67,16,0.0,0,0,0,'true'
0,'unknown','false',0,1,252,'true',0.0,' C','true','false',30.73,15.5,29.99,0.0,0.0,-0.31,-0.0148,2.04,0.0,0.0,5.67,2.005415857,0.0,8,0.0,0,0,0,'true'
0,'no','false',5,3,205,'true',149.99,' B','false','true',68.49,393.5,69.99,12.5,0.75,15.45,0.21,74.55,11.33,7.67,2.114827586,-2.089154691,8.0,13,0.0,0,0,0,'false'
0,'unknown','false',0,2,348,'true',29.99,' C','true','false',38.02,845.0,44.99,11.5,0.0,4.14,0.1214,251.43,30.0,3.0,0.7912121209999999,-11.7986795,7.0,26,2.67,0,0,0,'false'
56,'unknown','false',9,1,287,'true',0.0,' A','false','true',30.4,86.0,39.99,0.0,0.16,-1.58,-0.0082,6.47,6.33,0.33,1.233567326,-8.358307273,5.67,10,0.0,0,0,0,'true'
0,'unknown','false',0,1,396,'true',0.0,' E','true','false',35.87,515.75,44.99,2.5,0.0,0.625,0.0384,147.06,20.33,14.67,1.079431251,13.74036469,4.67,14,0.0,0,0,0,'false'
0,'unknown','false',0,1,892,'false',0.0,' D','true','false',28.74,168.0,30.41,3.75,0.0,-0.84,0.285,23.57,4.67,0.0,20.88841202,-0.618077909,6.33,30,2.33,0,0,0,'false'
0,'no','false',5,2,148,'true',29.99,' D','false','true',38.0,299.25,37.5,0.0,0.0,-2.225,-0.76,112.03,18.67,3.0,1.409468739,-21.822810500000003,2.67,20,0.0,0,0,0,'true'
50,'unknown','false',7,1,588,'true',0.0,' A','false','true',12.33,234.25,10.0,0.0,0.1,-1.465,-0.0386,14.0,27.0,0.0,5.807275047999999,28.24528074,4.67,20,0.0,0,0,0,'true'
56,'yes','false',6,2,353,'true',29.99,' E','false','true',10.5,91.25,10.0,0.0,0.0,5.415,0.0296,0.0,0.0,0.0,0.0,-9.537905967,0.0,12,0.0,0,0,0,'false'
44,'yes','true',5,1,283,'true',0.0,' C','false','true',43.17,714.75,39.99,1.75,0.0,1.245,-0.0438,165.25,15.33,1.67,1.6690195209999998,8.137441595,12.67,10,3.33,0,0,0,'false'
54,'no','false',6,1,238,'true',0.0,' A','false','true',35.99,6.0,35.99,0.0,0.0,-0.12,0.0,0.0,0.0,0.0,5.0606060610000005,9.738317017,0.67,8,0.0,0,0,0,'true'
0,'unknown','false',0,4,22,'true',29.99,' A','true','false',35.62,219.25,35.48,0.25,0.0,2.055,0.3262,48.05,20.0,9.67,0.7983362740000001,-8.507640325,0.33,27,0.33,0,0,0,'false'
48,'no','false',4,1,198,'true',0.0,' C','false','true',126.73,710.75,44.99,244.25,0.0,-1.175,-0.4618,139.24,48.33,8.33,2.119867275,3.009253019,5.0,7,2.67,0,0,0,'false'
0,'unknown','false',8,2,145,'true',129.99,' E','false','true',62.95,656.75,30.36,101.75,0.0,-13.135,-1.2590000000000001,0.0,0.0,0.0,0.0,-0.828980591,0.0,9,0.33,0,0,1,'false'
48,'yes','true',6,2,219,'true',129.99,' B','false','true',60.09,327.25,69.99,0.0,0.1,-6.545,-0.002,45.03,51.33,7.33,0.538140724,-11.81667352,7.67,11,0.0,0,0,0,'false'
52,'no','true',1,3,464,'true',149.99,' A','false','true',64.73,527.5,69.99,0.0,0.0,0.99,0.01,138.97,34.0,30.33,0.492500282,17.39843052,0.67,25,2.0,0,0,0,'false'
0,'no','false',7,1,589,'true',0.0,' B','true','false',50.09,200.75,59.99,0.0,0.1,1.405,0.0058,43.65,7.67,15.0,3.595296026,7.779830887999999,1.33,20,0.0,0,0,0,'false'
0,'no','false',6,1,532,'true',0.0,' B','false','true',30.0,214.0,30.0,0.0,0.0,0.52,0.0,43.31,14.67,2.0,1.174769564,6.113184531,14.67,18,0.67,0,0,0,'true'
62,'yes','false',4,3,706,'true',9.99,' A','true','true',30.27,74.5,30.0,0.0,0.0,-1.35,-0.0054,0.07,0.67,0.0,0.642398287,6.906346632999999,6.0,23,0.0,0,0,0,'false'
42,'yes','true',6,1,409,'true',0.0,' B','false','true',29.99,127.0,39.99,0.0,0.0,-0.48,0.0,12.38,0.33,0.0,1.333333333,13.51027149,3.67,14,0.0,0,0,0,'true'
40,'unknown','false',7,2,66,'true',129.99,' D','false','true',71.6,727.75,35.15,69.25,0.0,7.665,0.4558,283.11,57.0,23.0,0.812083663,-3.447929238,35.0,10,19.67,0,0,0,'false'
30,'yes','false',5,1,736,'false',0.0,' C','false','true',25.72,17.75,25.0,3.0,0.0,0.485,0.0432,0.99,2.33,0.0,0.534,-18.10750698,0.33,25,0.0,0,0,0,'false'
62,'yes','true',1,4,94,'true',9.99,' E','false','true',40.61,1128.0,44.99,12.5,0.0,4.62,0.0906,342.43,22.0,14.67,0.539028571,-2.56432443,111.33,12,48.33,0,0,0,'true'
52,'yes','false',7,1,769,'true',0.0,' A','false','true',36.28,238.75,29.99,26.75,0.0,-0.915,-0.1258,75.98,8.33,1.0,32.22333333,5.486541882,1.33,25,0.0,0,0,0,'true'
0,'unknown','false',0,4,195,'true',79.99,' D','true','false',62.35,760.0,49.99,0.0,0.0,-5.48,-0.0832,174.21,4.67,2.0,1.543834586,0.40116793799999995,111.67,15,8.67,0,0,0,'true'
42,'yes','false',8,1,734,'true',0.0,' A','false','true',10.3,2.0,10.0,0.75,0.0,0.0,-0.006,0.0,1.0,0.0,1.0,-4.1122654999999995,0.0,25,0.0,0,0,0,'false'
0,'unknown','false',0,2,607,'true',29.99,' E','true','false',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.507690337,0.0,32,0.0,0,0,0,'true'
52,'yes','true',6,2,251,'true',149.99,' D','false','true',53.9,556.25,59.99,1.25,0.16,2.355,0.0268,204.79,33.0,21.33,1.419204168,7.682124317,13.0,15,0.67,0,0,0,'true'
46,'yes','true',6,1,422,'true',0.0,' C','false','true',52.57,323.0,49.99,0.0,2.34,-0.92,0.1352,40.18,30.0,0.0,2.448275862,-2.823993803,5.33,14,0.33,0,0,0,'false'
46,'yes','true',9,3,140,'true',59.99,' B','false','true',30.24,175.25,39.99,0.0,0.0,-1.285,-0.005,0.0,0.0,0.0,0.0,0.073798428,0.0,22,0.0,0,0,0,'true'
40,'unknown','false',0,1,225,'true',0.0,' E','true','false',9.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-17.01864384,2.0,8,0.0,0,0,0,'true'
28,'yes','false',7,2,78,'true',59.99,' B','false','false',38.24,266.75,32.49,0.0,0.24,-0.175,0.0644,30.25,16.33,0.67,2.6190476190000003,1.3178605190000001,4.0,22,0.33,0,0,0,'false'
36,'yes','false',6,1,437,'true',0.0,' C','false','true',53.24,92.75,59.99,0.0,0.0,0.305,0.0,32.46,14.67,12.67,6.721666667,-3.443382445,2.33,15,0.0,0,0,0,'false'
32,'no','false',7,1,743,'true',0.0,' C','false','true',45.23,325.0,54.98,0.0,0.0,2.86,0.0148,79.02,32.67,26.67,1.0334,3.713430348,5.67,25,0.33,0,0,0,'true'
44,'yes','false',4,1,721,'false',0.0,' B','false','true',43.34,235.75,29.99,7.5,3.43,-2.895,-0.1816,21.47,6.67,0.0,2.7335,-15.302659599999998,5.67,24,0.0,0,0,0,'false'
0,'unknown','false',0,1,738,'true',0.0,' E','true','false',51.44,159.0,50.0,0.0,0.0,-0.06,-0.0288,17.19,17.33,0.33,4.385139741000001,-0.475042464,9.0,24,0.0,0,0,2,'true'
30,'no','false',5,1,319,'true',0.0,' B','false','true',29.99,13.75,39.99,0.0,0.0,0.225,0.0,0.0,0.0,0.0,0.0,10.90250614,0.0,11,0.0,0,0,0,'true'
28,'unknown','false',0,1,505,'true',0.0,' E','true','false',50.24,236.5,49.99,0.0,0.0,-3.69,-0.005,56.59,15.0,3.67,1.170212766,-4.9737120589999995,5.0,17,0.67,0,0,0,'true'
38,'yes','false',6,1,460,'true',0.0,' B','false','true',75.98,347.25,39.99,123.0,2.2,0.715,-0.3062,55.68,7.33,0.33,3.840271055,4.517104931,1.33,15,0.0,0,0,0,'true'
0,'unknown','false',0,2,613,'true',59.99,' C','true','false',18.14,178.75,15.24,6.75,0.0,-3.575,-1.0012,25.57,6.33,1.33,0.587631579,-8.829938067999999,3.0,21,0.33,0,0,0,'false'
62,'yes','false',9,1,371,'true',0.0,' B','false','true',49.99,37.0,59.99,0.0,0.0,0.54,0.0,0.0,0.67,0.0,2.19760479,8.018488579,0.0,13,0.0,0,0,0,'true'
66,'yes','false',9,2,228,'false',29.99,' B','false','true',153.54,819.5,149.99,0.0,0.0,-2.51,0.027999999999999997,137.2,24.67,4.33,4.974920088999999,11.26936275,38.0,23,0.33,0,0,0,'true'
70,'yes','false',5,2,212,'true',29.99,' C','false','true',63.83,479.75,44.99,68.5,1.44,2.705,-0.4616,39.21,18.33,0.33,1.6668181819999999,-4.751722635,4.0,18,1.0,0,0,0,'false'
42,'no','false',9,1,493,'true',0.0,' B','false','true',12.72,123.75,10.0,0.0,0.0,-0.775,-0.0148,4.25,9.33,2.33,13.73390558,20.12158201,1.33,17,0.0,0,0,0,'false'
28,'yes','false',3,1,191,'true',0.0,' B','false','true',36.29,141.0,44.99,3.25,0.0,-0.64,-0.026000000000000002,17.72,3.0,0.0,3.8722168439999995,16.73869315,7.0,6,0.0,0,0,0,'false'
32,'unknown','false',9,1,454,'true',0.0,' B','false','true',31.71,46.25,30.0,4.0,0.0,-0.925,-0.0342,0.2,2.33,0.0,2.395209581,-7.987555547,0.0,15,0.0,0,0,1,'true'
20,'no','false',1,2,228,'true',149.99,' B','false','true',88.24,785.5,94.99,0.0,0.0,-1.21,0.0,0.0,0.0,0.0,0.0,-2.607158241,0.0,23,0.0,0,0,0,'true'
52,'no','true',6,1,634,'true',0.0,' E','false','true',31.32,206.25,30.0,1.5,0.16,-0.485,0.0246,30.52,11.0,11.0,6.367008682000001,3.252642937,5.0,21,0.0,0,0,0,'true'
26,'no','false',6,1,781,'true',0.0,' B','false','true',67.23,411.75,33.5,95.0,0.0,-2.155,-0.705,51.97,43.0,11.0,2.162888889,5.260765734,6.33,26,3.0,0,0,0,'false'
0,'unknown','false',0,2,125,'true',9.99,' B','true','false',72.71,322.75,81.78,0.0,0.39,-3.855,-0.19899999999999998,40.3,12.67,0.33,1.9494872769999998,-0.86895755,4.33,18,0.0,0,0,0,'false'
44,'no','false',3,3,143,'true',59.99,' B','false','true',38.24,184.0,44.99,9.25,0.0,-0.04,-0.065,74.54,9.67,0.33,1.8389655169999999,20.21391156,6.0,11,0.0,0,0,0,'false'
34,'yes','false',7,3,4,'false',99.99,' A','false','true',18.2,19.75,16.99,0.0,1.06,0.025,0.0526,0.82,0.0,0.0,2.247191011,-22.66925503,0.33,33,0.0,0,0,0,'false'
0,'unknown','false',0,1,297,'true',0.0,' B','true','false',63.99,34.0,63.99,0.0,0.0,-0.26,-0.08,6.58,4.0,2.67,9.526315789,-4.090653657,1.33,10,0.0,0,0,0,'false'
52,'unknown','false',9,8,93,'true',129.99,' B','false','true',160.27,1628.5,59.99,354.25,1.55,10.93,1.8546,396.63,107.67,26.33,0.9210439979999999,3.21422512,44.67,24,0.0,0,0,0,'false'
48,'yes','true',6,1,354,'true',0.0,' B','false','true',47.4,357.0,39.99,49.0,0.0,6.26,0.8418,0.21,8.67,0.33,0.485001485,-18.35437734,2.0,12,0.0,0,0,0,'true'
28,'no','false',5,1,770,'true',0.0,' E','true','false',84.3,685.25,44.99,109.0,0.0,5.355,0.6892,275.74,20.67,9.67,1.3701539059999999,-11.9845442,1.67,26,2.67,0,0,0,'true'
0,'unknown','false',0,2,16,'true',149.99,' D','true','false',54.29,233.5,35.07,52.0,0.0,1.41,0.6116,66.76,22.67,2.0,1.638365784,5.0808933430000005,1.0,12,9.67,0,0,0,'false'
62,'yes','false',5,3,104,'true',149.99,' A','false','true',46.73,348.75,46.78,0.0,0.0,-1.715,0.0198,124.22,27.0,22.67,10.54785714,2.688835684,15.0,35,0.0,0,0,0,'true'
0,'unknown','false',6,1,404,'true',0.0,' B','false','true',29.39,118.25,29.99,0.0,0.81,-0.005,-0.027000000000000003,27.32,16.33,6.33,1.517407606,5.3948749629999995,0.67,14,0.0,0,0,0,'false'
58,'no','false',1,1,382,'true',0.0,' D','true','false',68.32,868.0,50.24,38.0,0.0,1.16,0.0176,311.54,48.0,0.0,1.358320622,8.718754111,7.0,13,0.0,0,0,0,'false'
30,'no','false',4,1,781,'false',0.0,' C','false','true',33.24,35.25,29.99,0.0,0.0,-0.125,0.0,5.35,5.0,0.33,1.0,-3.6511224380000002,0.67,26,0.33,0,0,0,'false'
0,'unknown','false',0,1,531,'true',0.0,' B','true','false',41.86,622.0,44.99,17.75,0.41,-7.9,-0.1176,128.29,37.33,6.67,1.367758621,3.872411338,6.67,17,1.0,0,0,0,'false'
0,'unknown','false',0,3,238,'true',99.99,' C','true','false',86.33,711.5,94.99,0.0,0.1,-1.19,-0.0068,168.47,21.67,0.67,1.952337662,4.635938006,13.33,26,0.33,0,0,0,'false'
54,'yes','true',6,2,284,'true',79.99,' B','false','true',122.11,1718.0,80.88,98.25,0.0,-6.52,0.1928,407.46,78.33,20.0,2.0619125680000003,-14.21205215,21.67,16,1.67,0,0,0,'false'
0,'unknown','false',0,1,305,'true',0.0,' C','true','false',66.21,796.5,69.99,3.0,1.07,-7.29,-0.0288,235.54,32.33,5.0,0.992770044,-3.1209464860000002,19.67,11,4.67,0,0,0,'true'
54,'no','true',8,1,952,'true',0.0,' A','false','true',39.99,33.0,39.99,0.0,0.0,-0.4,0.0,1.06,3.67,0.67,16.0,10.4015395,2.0,32,0.33,0,0,0,'true'
0,'unknown','false',0,2,566,'true',79.99,' B','true','false',39.88,157.75,30.0,0.0,9.88,3.165,0.1428,2.06,4.67,0.0,5.445,6.968725909,8.0,25,0.0,0,0,0,'true'
40,'no','true',5,2,444,'true',79.99,' B','false','true',33.87,44.75,32.49,0.0,0.84,-0.795,-0.0276,4.25,2.33,0.67,5.721030043,1.7266694830000002,0.33,15,0.0,0,0,0,'false'
62,'no','false',9,1,337,'true',0.0,' B','false','true',55.83,234.0,59.99,0.0,1.35,-2.16,0.0708,0.0,0.0,0.0,0.0,-11.87498721,0.0,11,0.0,0,0,0,'true'
0,'unknown','false',0,1,679,'true',0.0,' B','true','false',16.25,141.25,15.0,0.0,0.0,-2.825,-0.225,34.68,31.67,0.33,2.724784402,-10.68194338,2.0,23,7.0,1,0,0,'true'
62,'no','false',6,1,469,'true',0.0,' B','false','false',11.49,774.0,10.0,0.0,0.0,4.84,-0.0296,66.9,21.0,6.0,4.057279236,-11.46950641,5.33,16,0.0,0,0,0,'false'
0,'unknown','false',0,2,439,'true',149.99,' B','true','false',51.1,441.25,49.99,9.25,0.0,-1.845,-0.0626,100.15,62.0,16.0,3.422843957,12.48489578,11.67,15,0.0,0,0,0,'true'
0,'unknown','false',0,1,253,'true',0.0,' G','true','false',57.03,605.75,82.49,0.0,5.6,-3.955,-0.07400000000000001,0.0,0.0,0.0,0.0,-3.705887868,0.0,8,0.0,0,0,0,'true'
0,'unknown','false',0,1,542,'true',0.0,' C','true','false',36.68,216.5,32.49,13.0,0.0,0.29,-0.0838,34.68,30.67,4.67,6.75884823,-5.684805421,2.0,18,0.0,0,0,0,'true'
44,'yes','true',9,2,251,'true',79.99,' B','false','true',18.4,236.25,10.0,10.75,0.1,-1.525,-0.0754,0.0,0.0,0.0,0.0,-4.828167042,0.0,13,0.0,0,0,0,'true'
0,'unknown','false',0,1,324,'true',0.0,' E','true','false',6.89,141.0,2.82,20.25,0.0,0.04,-0.5438,19.32,1.33,0.0,5.3325,9.642679986000001,0.67,11,2.33,0,0,0,'false'
54,'yes','false',6,2,262,'true',29.99,' A','false','true',274.93,2547.5,199.99,236.25,1.12,-9.25,-1.348,994.84,186.33,29.0,6.391304347999999,8.504113817999999,8.33,33,0.0,0,0,0,'false'
0,'unknown','false',0,2,685,'true',29.99,' F','true','false',44.76,236.0,7.26,0.0,0.0,-4.72,2.105,157.95,7.33,2.0,1.3954299669999999,-11.00105494,6.0,28,2.0,0,0,0,'false'
80,'yes','false',4,1,986,'true',0.0,' A','false','true',17.15,0.25,16.99,0.0,0.0,0.015,-0.0032,0.0,0.0,0.0,0.0,6.151586187,0.0,32,0.0,0,0,0,'false'
50,'yes','true',6,1,351,'true',0.0,' E','false','no',40.48,407.5,41.98,22.0,0.0,-0.51,-0.17,236.13,23.33,6.67,0.519452984,14.41043755,3.67,12,1.33,0,0,0,'true'
52,'yes','true',7,2,106,'true',29.99,' A','false','true',265.43,1737.75,58.57,568.5,3.67,0.225,-1.6458,795.51,35.33,43.67,1.242990654,5.614105987,14.0,27,0.0,0,0,0,'false'
0,'unknown','false',0,3,40,'true',59.99,' C','true',' f',58.61,889.0,30.0,43.25,0.0,-3.2,-0.2748,171.23,79.33,46.67,0.448319883,-7.22429374,22.33,11,5.0,0,0,3,'false'
0,'unknown','false',0,2,68,'true',149.99,' C','true','false',32.49,642.25,44.99,0.0,0.0,3.575,0.05,116.08,58.67,14.33,0.7579801429999999,-9.903378296,8.0,18,1.33,0,0,0,'false'
38,'yes','true',6,1,797,'true',0.0,' E','false','true',36.08,194.0,29.99,12.75,0.0,0.92,0.2538,12.28,0.0,0.67,21.24711316,-4.655300154,7.0,27,9.67,0,0,0,'true'
40,'yes','true',5,2,888,'true',29.99,' A','false','true',104.02,1515.0,44.99,195.0,0.78,-4.5,-0.408,154.06,64.67,14.67,0.6421052629999999,-7.530056753999999,39.67,35,2.33,0,0,3,'true'
34,'no','false',6,2,212,'true',29.99,' B','true','true',54.68,919.5,69.99,7.5,0.0,-4.19,-0.0938,292.55,21.67,13.33,0.6897898090000001,7.051088536,18.67,18,0.0,0,0,0,'false'
40,'yes','true',6,3,146,'true',99.99,' B','false','true',63.9,406.75,49.99,10.75,1.49,-2.235,-0.2054,41.25,18.0,6.0,0.7960447759999999,11.30248231,27.33,21,4.67,0,0,0,'false'
0,'unknown','false',0,1,465,'true',0.0,' B','true','false',36.18,845.25,44.99,0.5,0.0,6.495,-0.0238,90.64,65.67,19.33,0.336448598,-12.52201672,11.33,16,3.33,0,0,2,'false'
0,'unknown','false',0,2,378,'true',9.99,' F','true','false',69.17,574.75,59.99,41.75,0.0,-1.335,-0.3438,123.69,24.0,8.33,1.972457049,-0.074431127,9.0,20,2.33,0,0,0,'true'
0,'unknown','false',0,1,247,'true',0.0,' G','true','false',194.48,1926.25,59.99,204.25,81.72,-4.745,-2.2159999999999997,477.47,124.0,62.33,0.8175621890000001,4.222137621,34.33,8,16.0,0,0,0,'true'
58,'yes','false',9,1,260,'true',0.0,' B','false','true',60.28,350.0,32.53,73.75,0.0,-1.56,-0.5058,115.03,12.67,9.33,2.161383983,-19.75480996,9.0,9,0.33,0,0,0,'false'
36,'yes','false',7,2,627,'true',59.99,' B','false','true',67.29,451.5,30.0,121.25,0.1,-0.29,-0.402,78.34,18.33,1.33,10.12571793,9.048342967,5.0,21,1.33,0,0,0,'true'
56,'yes','false',4,1,500,'true',0.0,' B','false','true',68.93,416.75,69.98,36.0,0.0,2.145,-0.1292,142.69,51.33,45.33,1.018285339,0.987557892,8.0,16,2.33,0,0,0,'true'
0,'unknown','false',0,2,137,'true',149.99,' D','true','false',86.23,816.25,49.99,113.75,0.0,-5.985,-0.8852,162.61,31.33,0.0,1.720581385,5.3589070439999995,7.33,17,0.0,0,0,0,'false'
0,'unknown','false',0,3,220,'false',79.99,' C','true','false',52.17,282.25,59.99,0.0,0.0,2.495,-0.004,28.8,10.67,0.67,2.7397260269999997,-3.836440669,2.67,10,0.67,0,0,0,'false'
52,'no','false',6,1,969,'false',0.0,' A','false','true',30.4,42.5,29.99,0.0,0.41,0.83,0.0244,0.37,0.67,0.0,3.291845494,-2.429095153,0.0,32,0.0,0,0,0,'true'
36,'unknown','false',5,2,476,'true',29.99,' D','true',' t',48.63,366.25,34.35,44.0,0.0,1.415,0.9368,13.03,12.33,0.0,4.543684211,-2.1092393940000003,9.67,17,3.33,0,0,0,'false'
36,'yes','true',6,2,369,'true',129.99,' B','false','true',10.2,81.25,10.0,0.5,0.0,-0.005,-0.004,22.2,5.33,1.67,4.259452412,3.29731185,4.0,13,0.0,0,0,0,'true'
50,'yes','true',9,1,307,'true',0.0,' B','false','true',35.19,332.0,44.99,0.0,0.2,1.82,0.004,99.52,21.0,1.33,0.568804348,-15.103577900000001,4.67,11,0.0,0,0,0,'true'
